largo de la clave,cantidad de palabras,semejanza entre claves
10,1500,1.0
10,1600,1.0
10,1700,1.0
10,1800,1.0
10,1900,1.0
10,2000,1.0
10,2100,1.0
10,2200,1.0
10,2300,1.0
10,2400,1.0
10,2500,1.0
10,2600,1.0
10,2700,1.0
10,2800,1.0
10,2900,1.0
10,3000,1.0
10,3100,1.0
10,3200,1.0
10,3300,1.0
10,3400,1.0
10,3500,1.0
10,3600,1.0
10,3700,1.0
10,3800,1.0
10,3900,1.0
10,4000,1.0
10,4100,1.0
10,4200,1.0
10,4300,1.0
10,4400,1.0
10,4500,1.0
10,4600,1.0
10,4700,1.0
10,4800,1.0
10,4900,1.0
10,5000,1.0
10,5100,1.0
10,5200,1.0
10,5300,1.0
10,5400,1.0
10,5500,1.0
10,5600,1.0
10,5700,1.0
10,5800,1.0
10,5900,1.0
10,6000,1.0
10,6100,1.0
10,6200,1.0
10,6300,1.0
10,6400,1.0
10,6500,1.0
10,6600,1.0
10,6700,1.0
10,6800,1.0
10,6900,1.0
10,7000,1.0
10,7100,1.0
10,7200,1.0
10,7300,1.0
10,7400,1.0
10,7500,1.0
10,7600,1.0
10,7700,1.0
10,7800,1.0
10,7900,1.0
10,8000,1.0
10,8100,1.0
10,8200,1.0
10,8300,1.0
10,8400,1.0
10,8500,1.0
10,8600,1.0
10,8700,1.0
10,8800,1.0
10,8900,1.0
10,9000,1.0
10,9100,1.0
10,9200,1.0
10,9300,1.0
10,9400,1.0
10,9500,1.0
10,9600,1.0
10,9700,1.0
10,9800,1.0
10,9900,1.0
15,100,0.6666666666666666
15,200,0.6666666666666666
15,300,0.8
15,400,0.6666666666666666
15,500,0.8
15,600,0.8
15,700,0.9333333333333333
15,800,0.7333333333333333
15,900,0.8666666666666667
15,1000,0.8666666666666667
15,1100,0.8
15,1200,0.9333333333333333
15,1300,0.9333333333333333
15,1400,0.9333333333333333
15,1500,0.9333333333333333
15,1600,0.8
15,1700,0.9333333333333333
15,1800,0.8666666666666667
15,1900,1.0
15,2000,1.0
15,2100,1.0
15,2200,0.9333333333333333
15,2300,1.0
15,2400,0.8666666666666667
15,2500,0.8666666666666667
15,2600,1.0
15,2700,1.0
15,2800,1.0
15,2900,1.0
15,3000,1.0
15,3100,1.0
15,3200,1.0
15,3300,1.0
15,3400,1.0
15,3500,1.0
15,3600,1.0
15,3700,1.0
15,3800,1.0
15,3900,1.0
15,4000,1.0
15,4100,1.0
15,4200,1.0
15,4300,1.0
15,4400,1.0
15,4500,1.0
15,4600,1.0
15,4700,1.0
15,4800,1.0
15,4900,1.0
15,5000,1.0
15,5100,1.0
15,5200,1.0
15,5300,1.0
15,5400,1.0
15,5500,1.0
15,5600,1.0
15,5700,1.0
15,5800,1.0
15,5900,1.0
15,6000,1.0
15,6100,1.0
15,6200,1.0
15,6300,1.0
15,6400,1.0
15,6500,1.0
15,6600,1.0
15,6700,1.0
15,6800,1.0
15,6900,1.0
15,7000,1.0
15,7100,1.0
15,7200,1.0
15,7300,1.0
15,7400,1.0
15,7500,1.0
15,7600,1.0
15,7700,1.0
15,7800,1.0
15,7900,1.0
15,8000,1.0
15,8100,1.0
15,8200,1.0
15,8300,1.0
15,8400,1.0
15,8500,1.0
15,8600,1.0
15,8700,1.0
15,8800,1.0
15,8900,1.0
15,9000,1.0
15,9100,1.0
15,9200,1.0
15,9300,1.0
15,9400,1.0
15,9500,1.0
15,9600,1.0
15,9700,1.0
15,9800,1.0
15,9900,1.0
20,100,0.4
20,200,0.6
20,300,0.85
20,400,0.7
20,500,0.9
20,600,0.75
20,700,0.75
20,800,0.8
20,900,0.8
20,1000,0.75
20,1100,1.0
20,1200,0.95
20,1300,0.95
20,1400,0.95
20,1500,1.0
20,1600,0.95
20,1700,0.95
20,1800,0.95
20,1900,0.95
20,2000,0.95
20,2100,0.95
20,2200,0.95
20,2300,0.95
20,2400,0.9
20,2500,0.95
20,2600,0.95
20,2700,0.9
20,2800,0.9
20,2900,0.95
20,3000,0.9
20,3100,0.9
20,3200,0.9
20,3300,0.95
20,3400,0.95
20,3500,0.9
20,3600,0.9
20,3700,0.9
20,3800,0.9
20,3900,0.9
20,4000,0.9
20,4100,0.9
20,4200,1.0
20,4300,1.0
20,4400,1.0
20,4500,1.0
20,4600,1.0
20,4700,1.0
20,4800,1.0
20,4900,1.0
20,5000,1.0
20,5100,1.0
20,5200,1.0
20,5300,1.0
20,5400,1.0
20,5500,1.0
20,5600,1.0
20,5700,1.0
20,5800,1.0
20,5900,1.0
20,6000,1.0
20,6100,1.0
20,6200,1.0
20,6300,1.0
20,6400,1.0
20,6500,1.0
20,6600,1.0
20,6700,1.0
20,6800,1.0
20,6900,1.0
20,7000,1.0
20,7100,1.0
20,7200,1.0
20,7300,1.0
20,7400,1.0
20,7500,1.0
20,7600,1.0
20,7700,1.0
20,7800,1.0
20,7900,1.0
20,8000,1.0
20,8100,1.0
20,8200,1.0
20,8300,1.0
20,8400,1.0
20,8500,1.0
20,8600,1.0
20,8700,1.0
20,8800,1.0
20,8900,1.0
20,9000,1.0
20,9100,1.0
20,9200,1.0
20,9300,1.0
20,9400,1.0
20,9500,1.0
20,9600,1.0
20,9700,1.0
20,9800,1.0
20,9900,1.0
25,100,0.28
25,200,0.2
25,300,0.36
25,400,0.64
25,500,0.72
25,600,0.76
25,700,0.8
25,800,0.84
25,900,0.92
25,1000,0.8
25,1100,0.92
25,1200,0.92
25,1300,0.88
25,1400,0.8
25,1500,0.8
25,1600,0.88
25,1700,0.92
25,1800,0.88
25,1900,0.88
25,2000,0.92
25,2100,0.96
25,2200,0.96
25,2300,0.92
25,2400,0.84
25,2500,0.88
25,2600,0.96
25,2700,0.96
25,2800,0.92
25,2900,0.92
25,3000,0.92
25,3100,0.92
25,3200,0.92
25,3300,0.92
25,3400,0.92
25,3500,0.96
25,3600,1.0
25,3700,0.96
25,3800,1.0
25,3900,0.96
25,4000,0.92
25,4100,0.92
25,4200,1.0
25,4300,1.0
25,4400,1.0
25,4500,1.0
25,4600,1.0
25,4700,1.0
25,4800,1.0
25,4900,1.0
25,5000,1.0
25,5100,0.96
25,5200,1.0
25,5300,1.0
25,5400,0.96
25,5500,0.96
25,5600,0.96
25,5700,1.0
25,5800,1.0
25,5900,1.0
25,6000,1.0
25,6100,1.0
25,6200,1.0
25,6300,1.0
25,6400,1.0
25,6500,1.0
25,6600,1.0
25,6700,1.0
25,6800,1.0
25,6900,1.0
25,7000,1.0
25,7100,1.0
25,7200,1.0
25,7300,1.0
25,7400,1.0
25,7500,1.0
25,7600,1.0
25,7700,1.0
25,7800,1.0
25,7900,1.0
25,8000,1.0
25,8100,1.0
25,8200,1.0
25,8300,1.0
25,8400,1.0
25,8500,1.0
25,8600,1.0
25,8700,1.0
25,8800,1.0
25,8900,1.0
25,9000,1.0
25,9100,1.0
25,9200,1.0
25,9300,1.0
25,9400,1.0
25,9500,1.0
25,9600,1.0
25,9700,1.0
25,9800,1.0
25,9900,1.0
30,100,0.36666666666666664
30,200,0.43333333333333335
30,300,0.6666666666666666
30,400,0.7
30,500,0.8
30,600,0.8
30,700,0.8
30,800,0.7666666666666667
30,900,0.7666666666666667
30,1000,0.8
30,1100,0.7333333333333333
30,1200,0.8666666666666667
30,1300,0.8
30,1400,0.8333333333333334
30,1500,0.7666666666666667
30,1600,0.8333333333333334
30,1700,0.8666666666666667
30,1800,0.9
30,1900,0.9
30,2000,0.8666666666666667
30,2100,0.9
30,2200,1.0
30,2300,1.0
30,2400,1.0
30,2500,0.9666666666666667
30,2600,0.9333333333333333
30,2700,0.9333333333333333
30,2800,0.9666666666666667
30,2900,0.9333333333333333
30,3000,0.9666666666666667
30,3100,0.9333333333333333
30,3200,0.9
30,3300,0.9333333333333333
30,3400,0.9333333333333333
30,3500,0.9333333333333333
30,3600,0.9666666666666667
30,3700,0.9333333333333333
30,3800,0.9
30,3900,0.9
30,4000,0.9
30,4100,0.9666666666666667
30,4200,1.0
30,4300,1.0
30,4400,0.9666666666666667
30,4500,1.0
30,4600,1.0
30,4700,1.0
30,4800,0.9666666666666667
30,4900,1.0
30,5000,1.0
30,5100,0.9333333333333333
30,5200,0.9333333333333333
30,5300,0.9666666666666667
30,5400,1.0
30,5500,1.0
30,5600,1.0
30,5700,1.0
30,5800,1.0
30,5900,1.0
30,6000,1.0
30,6100,1.0
30,6200,1.0
30,6300,1.0
30,6400,1.0
30,6500,1.0
30,6600,1.0
30,6700,1.0
30,6800,1.0
30,6900,1.0
30,7000,1.0
30,7100,1.0
30,7200,1.0
30,7300,1.0
30,7400,1.0
30,7500,1.0
30,7600,1.0
30,7700,1.0
30,7800,1.0
30,7900,1.0
30,8000,1.0
30,8100,1.0
30,8200,1.0
30,8300,1.0
30,8400,1.0
30,8500,1.0
30,8600,1.0
30,8700,1.0
30,8800,1.0
30,8900,1.0
30,9000,1.0
30,9100,1.0
30,9200,1.0
30,9300,1.0
30,9400,1.0
30,9500,1.0
30,9600,1.0
30,9700,1.0
30,9800,1.0
30,9900,1.0
35,100,0.05714285714285714
35,200,0.17142857142857143
35,300,0.2
35,400,0.22857142857142856
35,500,0.7428571428571429
35,600,0.8
35,700,0.7714285714285715
35,800,0.8857142857142857
35,900,0.8285714285714286
35,1000,0.8285714285714286
35,1100,0.8285714285714286
35,1200,0.8857142857142857
35,1300,0.8571428571428571
35,1400,0.8571428571428571
35,1500,0.9142857142857143
35,1600,0.8571428571428571
35,1700,0.8
35,1800,0.8571428571428571
35,1900,0.8571428571428571
35,2000,0.8285714285714286
35,2100,0.8857142857142857
35,2200,0.8857142857142857
35,2300,0.9714285714285714
35,2400,1.0
35,2500,0.9714285714285714
35,2600,0.9428571428571428
35,2700,0.9714285714285714
35,2800,0.9428571428571428
35,2900,0.9428571428571428
35,3000,0.9714285714285714
35,3100,0.9714285714285714
35,3200,1.0
35,3300,0.9714285714285714
35,3400,1.0
35,3500,0.9714285714285714
35,3600,0.9714285714285714
35,3700,0.9428571428571428
35,3800,0.9714285714285714
35,3900,0.9714285714285714
35,4000,1.0
35,4100,0.9714285714285714
35,4200,0.9714285714285714
35,4300,0.9714285714285714
35,4400,0.9428571428571428
35,4500,0.9428571428571428
35,4600,0.9428571428571428
35,4700,0.9714285714285714
35,4800,0.9428571428571428
35,4900,0.9714285714285714
35,5000,1.0
35,5100,0.9428571428571428
35,5200,0.9714285714285714
35,5300,1.0
35,5400,0.9714285714285714
35,5500,0.9714285714285714
35,5600,0.9714285714285714
35,5700,1.0
35,5800,0.9714285714285714
35,5900,0.9714285714285714
35,6000,1.0
35,6100,1.0
35,6200,1.0
35,6300,1.0
35,6400,1.0
35,6500,1.0
35,6600,1.0
35,6700,1.0
35,6800,1.0
35,6900,1.0
35,7000,1.0
35,7100,1.0
35,7200,1.0
35,7300,1.0
35,7400,1.0
35,7500,1.0
35,7600,1.0
35,7700,1.0
35,7800,1.0
35,7900,1.0
35,8000,1.0
35,8100,1.0
35,8200,1.0
35,8300,1.0
35,8400,1.0
35,8500,1.0
35,8600,1.0
35,8700,1.0
35,8800,1.0
35,8900,1.0
35,9000,1.0
35,9100,1.0
35,9200,1.0
35,9300,1.0
35,9400,1.0
35,9500,1.0
35,9600,1.0
35,9700,1.0
35,9800,1.0
35,9900,1.0
40,100,0.0
40,200,0.275
40,300,0.3
40,400,0.3
40,500,0.675
40,600,0.6
40,700,0.7
40,800,0.675
40,900,0.7
40,1000,0.825
40,1100,0.85
40,1200,0.75
40,1300,0.875
40,1400,0.85
40,1500,0.8
40,1600,0.825
40,1700,0.85
40,1800,0.825
40,1900,0.875
40,2000,0.9
40,2100,0.925
40,2200,0.975
40,2300,0.975
40,2400,0.925
40,2500,1.0
40,2600,0.95
40,2700,0.95
40,2800,0.975
40,2900,0.975
40,3000,0.925
40,3100,0.95
40,3200,0.95
40,3300,0.95
40,3400,0.975
40,3500,0.975
40,3600,0.975
40,3700,1.0
40,3800,1.0
40,3900,0.975
40,4000,1.0
40,4100,0.975
40,4200,0.975
40,4300,0.95
40,4400,0.975
40,4500,0.975
40,4600,0.975
40,4700,1.0
40,4800,1.0
40,4900,0.975
40,5000,0.975
40,5100,0.975
40,5200,0.975
40,5300,1.0
40,5400,0.975
40,5500,1.0
40,5600,1.0
40,5700,1.0
40,5800,1.0
40,5900,1.0
40,6000,1.0
40,6100,1.0
40,6200,1.0
40,6300,1.0
40,6400,1.0
40,6500,1.0
40,6600,1.0
40,6700,1.0
40,6800,1.0
40,6900,1.0
40,7000,1.0
40,7100,1.0
40,7200,1.0
40,7300,1.0
40,7400,1.0
40,7500,1.0
40,7600,1.0
40,7700,1.0
40,7800,1.0
40,7900,1.0
40,8000,1.0
40,8100,1.0
40,8200,1.0
40,8300,1.0
40,8400,1.0
40,8500,1.0
40,8600,1.0
40,8700,1.0
40,8800,1.0
40,8900,1.0
40,9000,1.0
40,9100,1.0
40,9200,1.0
40,9300,1.0
40,9400,1.0
40,9500,1.0
40,9600,1.0
40,9700,1.0
40,9800,1.0
40,9900,1.0
45,100,0.37777777777777777
45,200,0.24444444444444444
45,300,0.2222222222222222
45,400,0.2
45,500,0.3333333333333333
45,600,0.26666666666666666
45,700,0.28888888888888886
45,800,0.5777777777777777
45,900,0.6888888888888889
45,1000,0.7333333333333333
45,1100,0.7555555555555555
45,1200,0.7777777777777778
45,1300,0.7111111111111111
45,1400,0.8
45,1500,0.8
45,1600,0.7555555555555555
45,1700,0.8
45,1800,0.8444444444444444
45,1900,0.8
45,2000,0.8444444444444444
45,2100,0.8222222222222222
45,2200,0.8444444444444444
45,2300,0.9111111111111111
45,2400,0.9333333333333333
45,2500,0.9555555555555556
45,2600,0.9111111111111111
45,2700,0.9111111111111111
45,2800,0.9333333333333333
45,2900,0.8444444444444444
45,3000,0.9111111111111111
45,3100,0.9111111111111111
45,3200,0.9333333333333333
45,3300,0.8888888888888888
45,3400,0.9777777777777777
45,3500,0.9555555555555556
45,3600,0.9555555555555556
45,3700,0.9333333333333333
45,3800,0.9777777777777777
45,3900,0.9555555555555556
45,4000,0.9555555555555556
45,4100,0.9555555555555556
45,4200,0.9555555555555556
45,4300,0.9555555555555556
45,4400,0.9555555555555556
45,4500,0.9777777777777777
45,4600,0.9777777777777777
45,4700,0.9555555555555556
45,4800,0.9777777777777777
45,4900,0.9777777777777777
45,5000,0.9777777777777777
45,5100,0.9777777777777777
45,5200,0.9777777777777777
45,5300,0.9777777777777777
45,5400,0.9555555555555556
45,5500,0.9555555555555556
45,5600,0.9555555555555556
45,5700,0.9555555555555556
45,5800,0.9555555555555556
45,5900,0.9777777777777777
45,6000,0.9777777777777777
45,6100,0.9777777777777777
45,6200,1.0
45,6300,1.0
45,6400,1.0
45,6500,1.0
45,6600,1.0
45,6700,1.0
45,6800,1.0
45,6900,1.0
45,7000,1.0
45,7100,1.0
45,7200,1.0
45,7300,0.9777777777777777
45,7400,1.0
45,7500,0.9777777777777777
45,7600,0.9777777777777777
45,7700,0.9777777777777777
45,7800,0.9777777777777777
45,7900,1.0
45,8000,1.0
45,8100,0.9777777777777777
45,8200,1.0
45,8300,0.9777777777777777
45,8400,0.9777777777777777
45,8500,0.9777777777777777
45,8600,0.9777777777777777
45,8700,0.9777777777777777
45,8800,0.9777777777777777
45,8900,0.9777777777777777
45,9000,0.9777777777777777
45,9100,0.9777777777777777
45,9200,0.9777777777777777
45,9300,0.9777777777777777
45,9400,0.9777777777777777
45,9500,0.9777777777777777
45,9600,0.9777777777777777
45,9700,0.9777777777777777
45,9800,0.9777777777777777
45,9900,0.9777777777777777
50,100,0.06
50,200,0.1
50,300,0.0
50,400,0.0
50,500,0.54
50,600,0.7
50,700,0.66
50,800,0.78
50,900,0.72
50,1000,0.8
50,1100,0.78
50,1200,0.72
50,1300,0.8
50,1400,0.82
50,1500,0.82
50,1600,0.8
50,1700,0.84
50,1800,0.82
50,1900,0.8
50,2000,0.76
50,2100,0.8
50,2200,0.8
50,2300,0.82
50,2400,0.8
50,2500,0.84
50,2600,0.88
50,2700,0.92
50,2800,0.84
50,2900,0.9
50,3000,0.96
50,3100,0.96
50,3200,0.92
50,3300,0.94
50,3400,0.92
50,3500,0.94
50,3600,0.9
50,3700,0.9
50,3800,0.92
50,3900,0.96
50,4000,0.94
50,4100,0.94
50,4200,0.96
50,4300,0.94
50,4400,0.96
50,4500,0.94
50,4600,0.96
50,4700,0.94
50,4800,0.9
50,4900,0.94
50,5000,0.94
50,5100,0.96
50,5200,0.96
50,5300,0.98
50,5400,0.98
50,5500,0.94
50,5600,0.96
50,5700,0.96
50,5800,0.98
50,5900,0.96
50,6000,0.94
50,6100,0.98
50,6200,1.0
50,6300,1.0
50,6400,1.0
50,6500,0.98
50,6600,1.0
50,6700,1.0
50,6800,1.0
50,6900,0.98
50,7000,1.0
50,7100,1.0
50,7200,0.98
50,7300,0.98
50,7400,0.98
50,7500,0.98
50,7600,0.98
50,7700,1.0
50,7800,1.0
50,7900,1.0
50,8000,1.0
50,8100,1.0
50,8200,1.0
50,8300,0.98
50,8400,1.0
50,8500,1.0
50,8600,1.0
50,8700,1.0
50,8800,1.0
50,8900,1.0
50,9000,1.0
50,9100,1.0
50,9200,1.0
50,9300,1.0
50,9400,1.0
50,9500,1.0
50,9600,1.0
50,9700,1.0
50,9800,1.0
50,9900,1.0
55,100,0.2
55,200,0.32727272727272727
55,300,0.32727272727272727
55,400,0.41818181818181815
55,500,0.34545454545454546
55,600,0.4909090909090909
55,700,0.16363636363636364
55,800,0.7272727272727273
55,900,0.7090909090909091
55,1000,0.7272727272727273
55,1100,0.7818181818181819
55,1200,0.7272727272727273
55,1300,0.6727272727272727
55,1400,0.7636363636363637
55,1500,0.7636363636363637
55,1600,0.7636363636363637
55,1700,0.7454545454545455
55,1800,0.7818181818181819
55,1900,0.8
55,2000,0.8363636363636363
55,2100,0.8909090909090909
55,2200,0.8363636363636363
55,2300,0.9090909090909091
55,2400,0.8727272727272727
55,2500,0.9090909090909091
55,2600,0.9090909090909091
55,2700,0.8909090909090909
55,2800,0.9272727272727272
55,2900,0.8727272727272727
55,3000,0.9272727272727272
55,3100,0.9454545454545454
55,3200,0.8909090909090909
55,3300,0.9272727272727272
55,3400,0.9090909090909091
55,3500,0.9454545454545454
55,3600,0.8909090909090909
55,3700,0.9454545454545454
55,3800,0.9272727272727272
55,3900,0.9636363636363636
55,4000,0.9454545454545454
55,4100,0.9272727272727272
55,4200,0.9272727272727272
55,4300,0.9636363636363636
55,4400,0.9636363636363636
55,4500,0.9454545454545454
55,4600,0.9636363636363636
55,4700,0.9636363636363636
55,4800,1.0
55,4900,0.9818181818181818
55,5000,0.9818181818181818
55,5100,0.9818181818181818
55,5200,1.0
55,5300,1.0
55,5400,1.0
55,5500,1.0
55,5600,1.0
55,5700,1.0
55,5800,1.0
55,5900,0.9818181818181818
55,6000,1.0
55,6100,0.9818181818181818
55,6200,0.9818181818181818
55,6300,0.9818181818181818
55,6400,0.9818181818181818
55,6500,1.0
55,6600,0.9818181818181818
55,6700,0.9818181818181818
55,6800,0.9636363636363636
55,6900,0.9818181818181818
55,7000,1.0
55,7100,1.0
55,7200,1.0
55,7300,1.0
55,7400,1.0
55,7500,1.0
55,7600,1.0
55,7700,1.0
55,7800,1.0
55,7900,1.0
55,8000,1.0
55,8100,1.0
55,8200,1.0
55,8300,1.0
55,8400,0.9818181818181818
55,8500,1.0
55,8600,1.0
55,8700,1.0
55,8800,1.0
55,8900,1.0
55,9000,1.0
55,9100,1.0
55,9200,1.0
55,9300,1.0
55,9400,1.0
55,9500,1.0
55,9600,1.0
55,9700,0.9818181818181818
55,9800,0.9818181818181818
55,9900,1.0
60,100,0.016666666666666666
60,200,0.15
60,300,0.18333333333333332
60,400,0.5333333333333333
60,500,0.6333333333333333
60,600,0.5833333333333334
60,700,0.6833333333333333
60,800,0.6666666666666666
60,900,0.65
60,1000,0.65
60,1100,0.6833333333333333
60,1200,0.65
60,1300,0.6666666666666666
60,1400,0.6833333333333333
60,1500,0.7166666666666667
60,1600,0.7166666666666667
60,1700,0.7666666666666667
60,1800,0.8333333333333334
60,1900,0.8166666666666667
60,2000,0.7833333333333333
60,2100,0.7833333333333333
60,2200,0.8666666666666667
60,2300,0.8833333333333333
60,2400,0.8333333333333334
60,2500,0.9166666666666666
60,2600,0.9
60,2700,0.8666666666666667
60,2800,0.8833333333333333
60,2900,0.8166666666666667
60,3000,0.8666666666666667
60,3100,0.8833333333333333
60,3200,0.8833333333333333
60,3300,0.85
60,3400,0.8666666666666667
60,3500,0.9
60,3600,0.8833333333333333
60,3700,0.8833333333333333
60,3800,0.85
60,3900,0.8666666666666667
60,4000,0.8666666666666667
60,4100,0.9
60,4200,0.8833333333333333
60,4300,0.8833333333333333
60,4400,0.9166666666666666
60,4500,0.9
60,4600,0.9
60,4700,0.9166666666666666
60,4800,0.95
60,4900,0.9333333333333333
60,5000,0.9166666666666666
60,5100,0.9
60,5200,0.9
60,5300,0.9
60,5400,0.9166666666666666
60,5500,0.95
60,5600,0.9333333333333333
60,5700,0.9333333333333333
60,5800,0.95
60,5900,0.9666666666666667
60,6000,0.9333333333333333
60,6100,0.9166666666666666
60,6200,0.95
60,6300,0.95
60,6400,0.9666666666666667
60,6500,0.9833333333333333
60,6600,0.95
60,6700,1.0
60,6800,0.95
60,6900,0.9666666666666667
60,7000,0.9666666666666667
60,7100,0.9666666666666667
60,7200,0.95
60,7300,0.9833333333333333
60,7400,0.95
60,7500,1.0
60,7600,0.9833333333333333
60,7700,0.9833333333333333
60,7800,1.0
60,7900,0.9833333333333333
60,8000,0.9833333333333333
60,8100,1.0
60,8200,1.0
60,8300,1.0
60,8400,1.0
60,8500,1.0
60,8600,1.0
60,8700,1.0
60,8800,1.0
60,8900,1.0
60,9000,0.9833333333333333
60,9100,0.9666666666666667
60,9200,1.0
60,9300,1.0
60,9400,1.0
60,9500,0.9833333333333333
60,9600,0.9833333333333333
60,9700,0.9666666666666667
60,9800,0.9666666666666667
60,9900,0.9833333333333333
65,100,0.0
65,200,0.2
65,300,0.38461538461538464
65,400,0.3384615384615385
65,500,0.2923076923076923
65,600,0.2923076923076923
65,700,0.6307692307692307
65,800,0.36923076923076925
65,900,0.6307692307692307
65,1000,0.6153846153846154
65,1100,0.7692307692307693
65,1200,0.8
65,1300,0.676923076923077
65,1400,0.7692307692307693
65,1500,0.7846153846153846
65,1600,0.8153846153846154
65,1700,0.7384615384615385
65,1800,0.8153846153846154
65,1900,0.7230769230769231
65,2000,0.6615384615384615
65,2100,0.7538461538461538
65,2200,0.7538461538461538
65,2300,0.7692307692307693
65,2400,0.7846153846153846
65,2500,0.8153846153846154
65,2600,0.8461538461538461
65,2700,0.7846153846153846
65,2800,0.8153846153846154
65,2900,0.8769230769230769
65,3000,0.9076923076923077
65,3100,0.9076923076923077
65,3200,0.8615384615384616
65,3300,0.9384615384615385
65,3400,0.9230769230769231
65,3500,0.9384615384615385
65,3600,0.9076923076923077
65,3700,0.8615384615384616
65,3800,0.9076923076923077
65,3900,0.9076923076923077
65,4000,0.9076923076923077
65,4100,0.8923076923076924
65,4200,0.9538461538461539
65,4300,0.9692307692307692
65,4400,0.9692307692307692
65,4500,1.0
65,4600,0.9692307692307692
65,4700,0.9846153846153847
65,4800,0.9692307692307692
65,4900,0.9846153846153847
65,5000,0.9846153846153847
65,5100,0.9692307692307692
65,5200,0.9846153846153847
65,5300,0.9538461538461539
65,5400,0.9846153846153847
65,5500,0.9692307692307692
65,5600,1.0
65,5700,0.9846153846153847
65,5800,0.9846153846153847
65,5900,0.9846153846153847
65,6000,0.9692307692307692
65,6100,0.9846153846153847
65,6200,0.9692307692307692
65,6300,0.9846153846153847
65,6400,0.9846153846153847
65,6500,0.9846153846153847
65,6600,1.0
65,6700,0.9538461538461539
65,6800,0.9692307692307692
65,6900,0.9846153846153847
65,7000,0.9846153846153847
65,7100,0.9846153846153847
65,7200,0.9846153846153847
65,7300,0.9846153846153847
65,7400,0.9846153846153847
65,7500,0.9692307692307692
65,7600,0.9846153846153847
65,7700,1.0
65,7800,1.0
65,7900,0.9846153846153847
65,8000,0.9692307692307692
65,8100,0.9692307692307692
65,8200,0.9538461538461539
65,8300,0.9538461538461539
65,8400,0.9692307692307692
65,8500,0.9692307692307692
65,8600,0.9538461538461539
65,8700,0.9846153846153847
65,8800,0.9692307692307692
65,8900,0.9692307692307692
65,9000,0.9692307692307692
65,9100,0.9846153846153847
65,9200,0.9846153846153847
65,9300,0.9692307692307692
65,9400,0.9846153846153847
65,9500,1.0
65,9600,0.9692307692307692
65,9700,0.9692307692307692
65,9800,0.9692307692307692
65,9900,0.9692307692307692
70,100,0.02857142857142857
70,200,0.24285714285714285
70,300,0.4142857142857143
70,400,0.0
70,500,0.3
70,600,0.2857142857142857
70,700,0.6285714285714286
70,800,0.4142857142857143
70,900,0.6285714285714286
70,1000,0.6714285714285714
70,1100,0.6285714285714286
70,1200,0.6714285714285714
70,1300,0.35714285714285715
70,1400,0.7
70,1500,0.7571428571428571
70,1600,0.7285714285714285
70,1700,0.7285714285714285
70,1800,0.6714285714285714
70,1900,0.7142857142857143
70,2000,0.7142857142857143
70,2100,0.7142857142857143
70,2200,0.7428571428571429
70,2300,0.7714285714285715
70,2400,0.7571428571428571
70,2500,0.7571428571428571
70,2600,0.7571428571428571
70,2700,0.8142857142857143
70,2800,0.8857142857142857
70,2900,0.8142857142857143
70,3000,0.7857142857142857
70,3100,0.8142857142857143
70,3200,0.7857142857142857
70,3300,0.8
70,3400,0.8714285714285714
70,3500,0.8428571428571429
70,3600,0.9142857142857143
70,3700,0.9142857142857143
70,3800,0.8714285714285714
70,3900,0.8857142857142857
70,4000,0.9
70,4100,0.9285714285714286
70,4200,0.9
