largo de la clave,cantidad de palabras,semejanza entre claves,tiempo transcurrido
5,17700,1.0,0.31000375747680664
5,17800,1.0,0.30696558952331543
5,17900,1.0,0.31399965286254883
5,18000,1.0,0.3279991149902344
5,18100,1.0,0.3460378646850586
5,18200,1.0,0.3139662742614746
5,18300,1.0,0.3269965648651123
5,18400,1.0,0.3010380268096924
5,18500,1.0,0.31696629524230957
5,18600,1.0,0.39699530601501465
5,18700,1.0,0.3370349407196045
5,18800,1.0,0.31596851348876953
5,18900,1.0,0.31499719619750977
5,19000,1.0,0.3149995803833008
5,19100,1.0,0.3300001621246338
5,19200,1.0,0.35248804092407227
5,19300,1.0,0.346599817276001
5,19400,1.0,0.36400341987609863
5,19500,1.0,0.3750338554382324
5,19600,1.0,0.3399982452392578
5,19700,1.0,0.3469672203063965
5,19800,1.0,0.3920001983642578
5,19900,1.0,0.37400150299072266
10,100,0.6,0.05399751663208008
10,200,0.8,0.05303502082824707
10,300,0.9,0.06396698951721191
10,400,0.9,0.0619966983795166
10,500,0.9,0.06100130081176758
10,600,1.0,0.07400083541870117
10,700,0.9,0.055023193359375
10,800,1.0,0.05197644233703613
10,900,0.9,0.11700129508972168
10,1000,1.0,0.16599750518798828
10,1100,1.0,0.08502435684204102
10,1200,1.0,0.0860142707824707
10,1300,1.0,0.05896639823913574
10,1400,1.0,0.06403183937072754
10,1500,1.0,0.07496285438537598
10,1600,1.0,0.0720360279083252
10,1700,1.0,0.08696746826171875
10,1800,1.0,0.08399581909179688
10,1900,1.0,0.07003211975097656
10,2000,1.0,0.07200455665588379
10,2100,1.0,0.07196235656738281
10,2200,1.0,0.07000207901000977
10,2300,1.0,0.08203530311584473
10,2400,1.0,0.07900023460388184
10,2500,1.0,0.0789644718170166
10,2600,1.0,0.0989990234375
10,2700,1.0,0.08203792572021484
10,2800,1.0,0.10196685791015625
10,2900,1.0,0.08303165435791016
10,3000,1.0,0.08599996566772461
10,3100,1.0,0.08499884605407715
10,3200,1.0,0.08696413040161133
10,3300,1.0,0.09403634071350098
10,3400,1.0,0.08900213241577148
10,3500,1.0,0.09596633911132812
10,3600,1.0,0.10199952125549316
10,3700,1.0,0.09803247451782227
10,3800,1.0,0.09800148010253906
10,3900,1.0,0.09799790382385254
10,4000,1.0,0.10596466064453125
10,4100,1.0,0.1080019474029541
10,4200,1.0,0.12303400039672852
10,4300,1.0,0.10996675491333008
10,4400,1.0,0.11001253128051758
10,4500,1.0,0.11598873138427734
10,4600,1.0,0.11799740791320801
10,4700,1.0,0.12703466415405273
10,4800,1.0,0.13596343994140625
10,4900,1.0,0.1280362606048584
10,5000,1.0,0.12000083923339844
10,5100,1.0,0.1269998550415039
10,5200,1.0,0.12500357627868652
10,5300,1.0,0.12799620628356934
10,5400,1.0,0.13296127319335938
10,5500,1.0,0.13300371170043945
10,5600,1.0,0.13903212547302246
10,5700,1.0,0.12400054931640625
10,5800,1.0,0.12397432327270508
10,5900,1.0,0.1500253677368164
10,6000,1.0,0.1349635124206543
10,6100,1.0,0.1340041160583496
10,6200,1.0,0.13599777221679688
10,6300,1.0,0.13803505897521973
10,6400,1.0,0.1419661045074463
10,6500,1.0,0.14000153541564941
10,6600,1.0,0.14103198051452637
10,6700,1.0,0.1400001049041748
10,6800,1.0,0.14899849891662598
10,6900,1.0,0.15600228309631348
10,7000,1.0,0.160963773727417
10,7100,1.0,0.169999361038208
10,7200,1.0,0.1549994945526123
10,7300,1.0,0.15507125854492188
10,7400,1.0,0.1660008430480957
10,7500,1.0,0.16096901893615723
10,7600,1.0,0.16299653053283691
10,7700,1.0,0.16904139518737793
10,7800,1.0,0.17199420928955078
10,7900,1.0,0.17800092697143555
10,8000,1.0,0.17599916458129883
10,8100,1.0,0.22096848487854004
10,8200,1.0,0.16903066635131836
10,8300,1.0,0.18296456336975098
10,8400,1.0,0.21000266075134277
10,8500,1.0,0.3000345230102539
10,8600,1.0,0.23096561431884766
10,8700,1.0,0.3429985046386719
10,8800,1.0,0.2760031223297119
10,8900,1.0,0.25303125381469727
10,9000,1.0,0.21698832511901855
10,9100,1.0,0.20501184463500977
10,9200,1.0,0.2919647693634033
10,9300,1.0,0.20802998542785645
10,9400,1.0,0.1899704933166504
10,9500,1.0,0.20603561401367188
10,9600,1.0,0.22299957275390625
10,9700,1.0,0.19696450233459473
10,9800,1.0,0.2250359058380127
10,9900,1.0,0.23399806022644043
10,10000,1.0,0.22796893119812012
10,10100,1.0,0.24903345108032227
10,10200,1.0,0.25896239280700684
10,10300,1.0,0.22303986549377441
10,10400,1.0,0.24196362495422363
10,10500,1.0,0.3189992904663086
10,10600,1.0,0.22600126266479492
10,10700,1.0,0.23603081703186035
10,10800,1.0,0.22500276565551758
10,10900,1.0,0.24396347999572754
10,11000,1.0,0.24100518226623535
10,11100,1.0,0.21803545951843262
10,11200,1.0,0.2109968662261963
10,11300,1.0,0.2169647216796875
10,11400,1.0,0.2310011386871338
10,11500,1.0,0.24703288078308105
10,11600,1.0,0.22600078582763672
10,11700,1.0,0.23896145820617676
10,11800,1.0,0.22603654861450195
10,11900,1.0,0.2330002784729004
10,12000,1.0,0.22901296615600586
10,12100,1.0,0.2309858798980713
10,12200,1.0,0.23196935653686523
10,12300,1.0,0.23100018501281738
10,12400,1.0,0.23400020599365234
10,12500,1.0,0.23203206062316895
10,12600,1.0,0.26599955558776855
10,12700,1.0,0.24600553512573242
10,12800,1.0,0.23799467086791992
10,12900,1.0,0.24396824836730957
10,13000,1.0,0.2560303211212158
10,13100,1.0,0.24899935722351074
10,13200,1.0,0.25704479217529297
10,13300,1.0,0.27295732498168945
10,13400,1.0,0.2540318965911865
10,13500,1.0,0.2669672966003418
10,13600,1.0,0.28403210639953613
10,13700,1.0,0.2509644031524658
10,13800,1.0,0.2830009460449219
10,13900,1.0,0.3040003776550293
10,14000,1.0,0.2680015563964844
10,14100,1.0,0.33899855613708496
10,14200,1.0,0.27703404426574707
10,14300,1.0,0.26800012588500977
10,14400,1.0,0.3709988594055176
10,14500,1.0,0.28600144386291504
10,14600,1.0,0.2779667377471924
10,14700,1.0,0.27103281021118164
10,14800,1.0,0.2909665107727051
10,14900,1.0,0.2960333824157715
10,15000,1.0,0.28296709060668945
10,15100,1.0,0.29900145530700684
10,15200,1.0,0.28403663635253906
10,15300,1.0,0.2949943542480469
10,15400,1.0,0.28800177574157715
10,15500,1.0,0.31896233558654785
10,15600,1.0,0.30300474166870117
10,15700,1.0,0.29203271865844727
10,15800,1.0,0.2929995059967041
10,15900,1.0,0.2949645519256592
10,16000,1.0,0.2980363368988037
10,16100,1.0,0.29196691513061523
10,16200,1.0,0.28803324699401855
10,16300,1.0,0.296999454498291
10,16400,1.0,0.29900050163269043
10,16500,1.0,0.2949981689453125
10,16600,1.0,0.298001766204834
10,16700,1.0,0.33196306228637695
10,16800,1.0,0.35900330543518066
10,16900,1.0,0.3240013122558594
10,17000,1.0,0.32503175735473633
10,17100,1.0,0.33296942710876465
10,17200,1.0,0.3339986801147461
10,17300,1.0,0.37600040435791016
10,17400,1.0,0.34299731254577637
10,17500,1.0,0.4080014228820801
10,17600,1.0,0.3690001964569092
10,17700,1.0,0.36899733543395996
10,17800,1.0,0.38899850845336914
10,17900,1.0,0.3510019779205322
10,18000,1.0,0.3900001049041748
10,18100,1.0,0.3489978313446045
10,18200,1.0,0.34100341796875
10,18300,1.0,0.3749971389770508
10,18400,1.0,0.32700252532958984
10,18500,1.0,0.35000038146972656
10,18600,1.0,0.35899853706359863
10,18700,1.0,0.363034725189209
10,18800,1.0,0.3579683303833008
10,18900,1.0,0.3659961223602295
10,19000,1.0,0.3950369358062744
10,19100,1.0,0.39196276664733887
10,19200,1.0,0.44600391387939453
10,19300,1.0,0.38503289222717285
10,19400,1.0,0.4089648723602295
10,19500,1.0,0.37600135803222656
10,19600,1.0,0.47803282737731934
10,19700,1.0,0.3699991703033447
10,19800,1.0,0.46900272369384766
10,19900,1.0,0.39499735832214355
15,100,0.0,0.09100174903869629
15,200,0.6666666666666666,0.04496335983276367
15,300,0.8,0.047035932540893555
15,400,0.8,0.05100107192993164
15,500,0.8666666666666667,0.05296182632446289
15,600,0.8,0.053026676177978516
15,700,0.8,0.06101036071777344
15,800,0.7333333333333333,0.061998605728149414
15,900,0.8,0.058966875076293945
15,1000,0.8,0.07003355026245117
15,1100,0.8,0.06796550750732422
15,1200,0.9333333333333333,0.08100366592407227
15,1300,0.9333333333333333,0.06699585914611816
15,1400,0.9333333333333333,0.07000350952148438
15,1500,0.9333333333333333,0.07399606704711914
15,1600,0.9333333333333333,0.07300448417663574
15,1700,0.9333333333333333,0.08699536323547363
15,1800,0.9333333333333333,0.08702468872070312
15,1900,0.9333333333333333,0.0829780101776123
15,2000,1.0,0.0989985466003418
15,2100,0.9333333333333333,0.08303499221801758
15,2200,0.9333333333333333,0.08696436882019043
15,2300,1.0,0.09799885749816895
15,2400,0.9333333333333333,0.10700154304504395
15,2500,0.8666666666666667,0.09800148010253906
15,2600,1.0,0.09902429580688477
15,2700,1.0,0.08801126480102539
15,2800,1.0,0.09696578979492188
15,2900,1.0,0.09499692916870117
15,3000,1.0,0.10199809074401855
15,3100,1.0,0.12400197982788086
15,3200,1.0,0.11203479766845703
15,3300,1.0,0.1049652099609375
15,3400,1.0,0.12502551078796387
15,3500,1.0,0.11900949478149414
15,3600,1.0,0.11796903610229492
15,3700,1.0,0.12099671363830566
15,3800,1.0,0.11800074577331543
15,3900,1.0,0.12403464317321777
15,4000,1.0,0.1249992847442627
15,4100,1.0,0.12399840354919434
15,4200,1.0,0.14200067520141602
15,4300,1.0,0.13296723365783691
15,4400,1.0,0.12803387641906738
15,4500,1.0,0.15896224975585938
15,4600,1.0,0.12303686141967773
15,4700,1.0,0.1389636993408203
15,4800,1.0,0.1490023136138916
15,4900,1.0,0.1410374641418457
15,5000,1.0,0.13999629020690918
15,5100,1.0,0.1380023956298828
15,5200,1.0,0.14800024032592773
15,5300,1.0,0.13799810409545898
15,5400,1.0,0.14400267601013184
15,5500,1.0,0.15504050254821777
15,5600,1.0,0.1490318775177002
15,5700,1.0,0.16000056266784668
15,5800,1.0,0.15396928787231445
15,5900,1.0,0.16299676895141602
15,6000,1.0,0.16103768348693848
15,6100,1.0,0.15799617767333984
15,6200,1.0,0.16696572303771973
15,6300,1.0,0.1620032787322998
15,6400,1.0,0.25299620628356934
15,6500,1.0,0.22300124168395996
15,6600,1.0,0.20903468132019043
15,6700,1.0,0.2469649314880371
15,6800,1.0,0.19903922080993652
15,6900,1.0,0.19199800491333008
15,7000,1.0,0.17696166038513184
15,7100,1.0,0.220963716506958
15,7200,1.0,0.20499897003173828
15,7300,1.0,0.23099994659423828
15,7400,1.0,0.216033935546875
15,7500,1.0,0.1869666576385498
15,7600,1.0,0.1860344409942627
15,7700,1.0,0.18196487426757812
15,7800,1.0,0.20003652572631836
15,7900,1.0,0.18996477127075195
15,8000,1.0,0.19000029563903809
15,8100,1.0,0.23000073432922363
15,8200,1.0,0.20899653434753418
15,8300,1.0,0.2200026512145996
15,8400,1.0,0.22499728202819824
15,8500,1.0,0.20903754234313965
15,8600,1.0,0.19900035858154297
15,8700,1.0,0.20496344566345215
15,8800,1.0,0.2590353488922119
15,8900,1.0,0.23100066184997559
15,9000,1.0,0.21699905395507812
15,9100,1.0,0.2449643611907959
15,9200,1.0,0.22500395774841309
15,9300,1.0,0.2330312728881836
15,9400,1.0,0.2290024757385254
15,9500,1.0,0.2949638366699219
15,9600,1.0,0.2680025100708008
15,9700,1.0,0.23999857902526855
15,9800,1.0,0.27899909019470215
15,9900,1.0,0.261000394821167
15,10000,1.0,0.23299860954284668
15,10100,1.0,0.24100232124328613
15,10200,1.0,0.2350020408630371
15,10300,1.0,0.24899625778198242
15,10400,1.0,0.2750387191772461
15,10500,1.0,0.22596216201782227
15,10600,1.0,0.28099870681762695
15,10700,1.0,0.27900052070617676
15,10800,1.0,0.23203516006469727
15,10900,1.0,0.2420051097869873
15,11000,1.0,0.29895949363708496
15,11100,1.0,0.26399970054626465
15,11200,1.0,0.28100156784057617
15,11300,1.0,0.27100348472595215
15,11400,1.0,0.2950005531311035
15,11500,1.0,0.27199673652648926
15,11600,1.0,0.27300143241882324
15,11700,1.0,0.3449993133544922
15,11800,1.0,0.3019988536834717
15,11900,1.0,0.2790334224700928
15,12000,1.0,0.29200100898742676
15,12100,1.0,0.2740004062652588
15,12200,1.0,0.29799890518188477
15,12300,1.0,0.2949652671813965
15,12400,1.0,0.29500341415405273
15,12500,1.0,0.29999685287475586
15,12600,1.0,0.2940342426300049
15,12700,1.0,0.3139662742614746
15,12800,1.0,0.33300137519836426
15,12900,1.0,0.315997838973999
15,13000,1.0,0.30303430557250977
15,13100,1.0,0.29498958587646484
15,13200,1.0,0.3060111999511719
15,13300,1.0,0.2820017337799072
15,13400,1.0,0.2919657230377197
15,13500,1.0,0.3189964294433594
15,13600,1.0,0.35900044441223145
15,13700,1.0,0.33003759384155273
15,13800,1.0,0.33299756050109863
15,13900,1.0,0.30596470832824707
15,14000,1.0,0.3640022277832031
15,14100,1.0,0.3380317687988281
15,14200,1.0,0.3139667510986328
15,14300,1.0,0.31400156021118164
15,14400,1.0,0.3249979019165039
15,14500,1.0,0.33100080490112305
15,14600,1.0,0.3180043697357178
15,14700,1.0,0.375030517578125
15,14800,1.0,0.33896827697753906
15,14900,1.0,0.32599949836730957
15,15000,1.0,0.35399746894836426
15,15100,1.0,0.3260383605957031
15,15200,1.0,0.3919639587402344
15,15300,1.0,0.36103153228759766
15,15400,1.0,0.3919656276702881
15,15500,1.0,0.32700133323669434
15,15600,1.0,0.38199806213378906
15,15700,1.0,0.34600138664245605
15,15800,1.0,0.3879985809326172
15,15900,1.0,0.3860013484954834
15,16000,1.0,0.3529996871948242
15,16100,1.0,0.35903406143188477
15,16200,1.0,0.36896729469299316
15,16300,1.0,0.3990011215209961
15,16400,1.0,0.37400007247924805
15,16500,1.0,0.4259967803955078
15,16600,1.0,0.4020357131958008
15,16700,1.0,0.41300010681152344
15,16800,1.0,0.3509654998779297
15,16900,1.0,0.3660237789154053
15,17000,1.0,0.37897753715515137
15,17100,1.0,0.43000173568725586
15,17200,1.0,0.36802148818969727
15,17300,1.0,0.375978946685791
15,17400,1.0,0.38101959228515625
15,17500,1.0,0.3740077018737793
15,17600,1.0,0.39296841621398926
15,17700,1.0,0.405001163482666
15,17800,1.0,0.3879990577697754
15,17900,1.0,0.43899965286254883
15,18000,1.0,0.42703676223754883
15,18100,1.0,0.3780026435852051
15,18200,1.0,0.3889620304107666
15,18300,1.0,0.3789985179901123
15,18400,1.0,0.40000128746032715
15,18500,1.0,0.3919992446899414
15,18600,1.0,0.41103625297546387
15,18700,1.0,0.41196465492248535
15,18800,1.0,0.40799903869628906
15,18900,1.0,0.390000581741333
15,19000,1.0,0.44603824615478516
15,19100,1.0,0.4039623737335205
15,19200,1.0,0.4199995994567871
15,19300,1.0,0.4320030212402344
15,19400,1.0,0.44503235816955566
15,19500,1.0,0.42299938201904297
15,19600,1.0,0.4120011329650879
15,19700,1.0,0.44700074195861816
15,19800,1.0,0.4309985637664795
15,19900,1.0,0.4250023365020752
20,100,0.0,0.02796459197998047
20,200,0.15,0.17899775505065918
20,300,0.75,0.0540006160736084
20,400,0.8,0.053034067153930664
20,500,0.75,0.0560002326965332
20,600,0.8,0.057999372482299805
20,700,0.8,0.059999942779541016
20,800,0.8,0.0630028247833252
20,900,0.8,0.06499958038330078
20,1000,0.75,0.06896376609802246
20,1100,0.95,0.07003521919250488
20,1200,1.0,0.08396363258361816
20,1300,0.9,0.07503485679626465
20,1400,0.95,0.07100272178649902
20,1500,1.0,0.07699942588806152
20,1600,0.95,0.08496379852294922
20,1700,0.95,0.10300040245056152
20,1800,0.95,0.08900094032287598
20,1900,0.95,0.10100078582763672
20,2000,0.95,0.10103321075439453
20,2100,0.95,0.10000038146972656
20,2200,0.95,0.11399984359741211
20,2300,0.95,0.10396409034729004
20,2400,0.9,0.1070399284362793
20,2500,0.95,0.09795880317687988
20,2600,0.95,0.11800003051757812
20,2700,0.9,0.1220393180847168
20,2800,0.95,0.10799694061279297
20,2900,0.95,0.10699987411499023
20,3000,0.9,0.11400055885314941
20,3100,0.9,0.12100076675415039
20,3200,0.9,0.12196660041809082
20,3300,0.95,0.1320340633392334
20,3400,0.95,0.1349639892578125
20,3500,0.9,0.12403726577758789
20,3600,0.9,0.12599754333496094
20,3700,0.9,0.13196420669555664
20,3800,0.9,0.14000248908996582
20,3900,0.9,0.12903428077697754
20,4000,0.9,0.1439986228942871
20,4100,0.85,0.13499999046325684
20,4200,1.0,0.15396952629089355
20,4300,1.0,0.13903093338012695
20,4400,1.0,0.17996740341186523
20,4500,1.0,0.1510002613067627
20,4600,1.0,0.15203142166137695
20,4700,1.0,0.15196800231933594
20,4800,1.0,0.16403722763061523
20,4900,1.0,0.15799760818481445
20,5000,1.0,0.16599774360656738
20,5100,1.0,0.16196370124816895
20,5200,1.0,0.1790015697479248
20,5300,1.0,0.16003632545471191
20,5400,1.0,0.14999914169311523
20,5500,1.0,0.15899896621704102
20,5600,1.0,0.16300106048583984
20,5700,1.0,0.17599916458129883
20,5800,1.0,0.19696879386901855
20,5900,1.0,0.2140333652496338
20,6000,1.0,0.1660008430480957
20,6100,1.0,0.17000174522399902
20,6200,1.0,0.1869947910308838
20,6300,1.0,0.17600369453430176
20,6400,1.0,0.21999788284301758
20,6500,1.0,0.2769656181335449
20,6600,1.0,0.22600054740905762
20,6700,1.0,0.18403387069702148
20,6800,1.0,0.18799853324890137
20,6900,1.0,0.20200037956237793
20,7000,1.0,0.19099950790405273
20,7100,1.0,0.18700122833251953
20,7200,1.0,0.2259671688079834
20,7300,1.0,0.21903204917907715
20,7400,1.0,0.20300054550170898
20,7500,1.0,0.19899749755859375
20,7600,1.0,0.20596814155578613
20,7700,1.0,0.2010328769683838
20,7800,1.0,0.20600056648254395
20,7900,1.0,0.21300005912780762
20,8000,1.0,0.21400046348571777
20,8100,1.0,0.20596671104431152
20,8200,1.0,0.24803400039672852
20,8300,1.0,0.25096797943115234
20,8400,1.0,0.24999761581420898
20,8500,1.0,0.22003984451293945
20,8600,1.0,0.22599411010742188
20,8700,1.0,0.2369685173034668
20,8800,1.0,0.24799680709838867
20,8900,1.0,0.2650001049041748
20,9000,1.0,0.2800004482269287
20,9100,1.0,0.2819986343383789
20,9200,1.0,0.3220021724700928
20,9300,1.0,0.308032751083374
20,9400,1.0,0.2899653911590576
20,9500,1.0,0.2910017967224121
20,9600,1.0,0.2500336170196533
20,9700,1.0,0.26800012588500977
20,9800,1.0,0.26096439361572266
20,9900,1.0,0.396040678024292
20,10000,1.0,0.27599477767944336
20,10100,1.0,0.28600287437438965
20,10200,1.0,0.29596471786499023
20,10300,1.0,0.27903270721435547
20,10400,1.0,0.26999902725219727
20,10500,1.0,0.25999951362609863
20,10600,1.0,0.2570004463195801
20,10700,1.0,0.32900071144104004
20,10800,1.0,0.2969670295715332
20,10900,1.0,0.2819962501525879
20,11000,1.0,0.2870042324066162
20,11100,1.0,0.2960329055786133
20,11200,1.0,0.3079652786254883
20,11300,1.0,0.2819974422454834
20,11400,1.0,0.30202698707580566
20,11500,1.0,0.29297590255737305
20,11600,1.0,0.3320333957672119
20,11700,1.0,0.29200124740600586
20,11800,1.0,0.29296350479125977
20,11900,1.0,0.3190011978149414
20,12000,1.0,0.2960340976715088
20,12100,1.0,0.3059654235839844
20,12200,1.0,0.3080005645751953
20,12300,1.0,0.35303258895874023
20,12400,1.0,0.3269693851470947
20,12500,1.0,0.3569979667663574
20,12600,1.0,0.32303619384765625
20,12700,1.0,0.31496262550354004
20,12800,1.0,0.6340019702911377
20,12900,1.0,0.5699989795684814
20,13000,1.0,0.547003984451294
20,13100,1.0,0.3820004463195801
20,13200,1.0,0.3900306224822998
20,13300,1.0,0.3949625492095947
20,13400,1.0,0.4040048122406006
20,13500,1.0,0.3619997501373291
20,13600,1.0,0.3790314197540283
20,13700,1.0,0.3580019474029541
20,13800,1.0,0.36696839332580566
20,13900,1.0,0.37699389457702637
20,14000,1.0,0.3670041561126709
20,14100,1.0,0.34403324127197266
20,14200,1.0,0.42099976539611816
20,14300,1.0,0.3379998207092285
20,14400,1.0,0.34400391578674316
20,14500,1.0,0.36899280548095703
20,14600,1.0,0.3829679489135742
20,14700,1.0,0.3650040626525879
20,14800,1.0,0.42299580574035645
20,14900,1.0,0.39099979400634766
20,15000,1.0,0.3870267868041992
20,15100,1.0,0.356975793838501
20,15200,1.0,0.3959965705871582
20,15300,1.0,0.4420037269592285
20,15400,1.0,0.4190373420715332
20,15500,1.0,0.42701053619384766
20,15600,1.0,0.4159886837005615
20,15700,1.0,0.36696481704711914
20,15800,1.0,0.41703081130981445
20,15900,1.0,0.35199999809265137
20,16000,1.0,0.365006685256958
20,16100,1.0,0.40099287033081055
20,16200,1.0,0.40799999237060547
20,16300,1.0,0.4179999828338623
20,16400,1.0,0.38500142097473145
20,16500,1.0,0.42096829414367676
20,16600,1.0,0.4490315914154053
20,16700,1.0,0.4419982433319092
20,16800,1.0,0.3920011520385742
20,16900,1.0,0.3879671096801758
20,17000,1.0,0.4230337142944336
20,17100,1.0,0.4089667797088623
20,17200,1.0,0.46599793434143066
20,17300,1.0,0.47904491424560547
20,17400,1.0,0.45499205589294434
